Scenario	Row	Bay	RouteNumber	ContainerType	ContainerSize	ContainerContentType
019f9297-9c10-4256-a295-79679018b61f	3	2	2	Dry	FortyFoot	Flammable
019f9297-9c10-4256-a295-79679018b61f	2	3	2	Dry	TwentyFoot	Corrosive
019f9297-9c10-4256-a295-79679018b61f	3	3	3	Dry	TwentyFoot	Radioactive
07891dd5-2128-4316-b269-79a7ad1eb80b	2	1	2	Dry	FortyFoot	Radioactive
07891dd5-2128-4316-b269-79a7ad1eb80b	3	1	2	Dry	TwentyFoot	Radioactive
07891dd5-2128-4316-b269-79a7ad1eb80b	2	2	2	Dry	FortyFoot	Radioactive
07891dd5-2128-4316-b269-79a7ad1eb80b	3	2	3	Dry	TwentyFoot	Radioactive
ed074e04-f5bf-4af6-b079-7a176de9ed15	2	1	1	Dry	FortyFoot	Corrosive
ed074e04-f5bf-4af6-b079-7a176de9ed15	3	1	2	Dry	TwentyFoot	Poison
ed074e04-f5bf-4af6-b079-7a176de9ed15	2	2	1	Dry	FortyFoot	Corrosive
ed074e04-f5bf-4af6-b079-7a176de9ed15	3	2	2	Dry	TwentyFoot	General
24c6c800-7d01-4f13-8d36-7a3ab931654d	2	1	2	Dry	TwentyFoot	Poison
24c6c800-7d01-4f13-8d36-7a3ab931654d	3	1	3	Dry	FortyFoot	Corrosive
24c6c800-7d01-4f13-8d36-7a3ab931654d	2	2	2	Dry	TwentyFoot	General
24c6c800-7d01-4f13-8d36-7a3ab931654d	3	2	3	Dry	FortyFoot	Corrosive
932416f3-7724-4063-a8ad-7a555713aa28	2	1	2	Dry	TwentyFoot	Empty
932416f3-7724-4063-a8ad-7a555713aa28	3	1	3	Tank	FortyFoot	General
932416f3-7724-4063-a8ad-7a555713aa28	2	2	2	Dry	TwentyFoot	Flammable
932416f3-7724-4063-a8ad-7a555713aa28	3	2	3	Tank	FortyFoot	General
62422488-2919-4c87-82b1-7ad1f0b0f212	3	1	3	Dry	FortyFoot	Corrosive
62422488-2919-4c87-82b1-7ad1f0b0f212	3	2	3	Dry	FortyFoot	Corrosive
62422488-2919-4c87-82b1-7ad1f0b0f212	2	3	2	Refridgerated	TwentyFoot	General
62422488-2919-4c87-82b1-7ad1f0b0f212	3	3	3	Dry	TwentyFoot	Radioactive
975cf630-80d1-4310-9ad2-7b05c3bd5c07	2	1	3	Tank	FortyFoot	Flammable
975cf630-80d1-4310-9ad2-7b05c3bd5c07	3	1	2	Tank	TwentyFoot	Flammable
975cf630-80d1-4310-9ad2-7b05c3bd5c07	2	2	3	Tank	FortyFoot	Flammable
975cf630-80d1-4310-9ad2-7b05c3bd5c07	3	2	3	Refridgerated	TwentyFoot	Corrosive
c18fbca7-917d-4666-8738-7b2ac3bffd2b	2	1	2	Refridgerated	TwentyFoot	Empty
c18fbca7-917d-4666-8738-7b2ac3bffd2b	3	1	2	Dry	TwentyFoot	Poison
c18fbca7-917d-4666-8738-7b2ac3bffd2b	3	2	3	Dry	FortyFoot	Radioactive
c18fbca7-917d-4666-8738-7b2ac3bffd2b	3	3	3	Dry	FortyFoot	Radioactive
cb465e97-2eec-4583-bb6d-7b2dd3208bc3	2	1	2	Refridgerated	FortyFoot	Corrosive
cb465e97-2eec-4583-bb6d-7b2dd3208bc3	3	1	2	Tank	FortyFoot	Flammable
cb465e97-2eec-4583-bb6d-7b2dd3208bc3	2	2	2	Refridgerated	FortyFoot	Corrosive
cb465e97-2eec-4583-bb6d-7b2dd3208bc3	3	2	2	Tank	FortyFoot	Flammable
cb465e97-2eec-4583-bb6d-7b2dd3208bc3	3	3	2	Refridgerated	TwentyFoot	Radioactive
6be0eadb-2acc-4409-b54d-7b3c1084d2c8	2	1	3	Tank	FortyFoot	Flammable
6be0eadb-2acc-4409-b54d-7b3c1084d2c8	3	1	2	Tank	TwentyFoot	Flammable
6be0eadb-2acc-4409-b54d-7b3c1084d2c8	2	2	3	Tank	FortyFoot	Flammable
6be0eadb-2acc-4409-b54d-7b3c1084d2c8	3	2	3	Refridgerated	TwentyFoot	Corrosive
dbbf4935-3cc2-4a79-829e-7b425ad236b2	2	1	3	Dry	FortyFoot	Empty
dbbf4935-3cc2-4a79-829e-7b425ad236b2	3	1	3	Tank	FortyFoot	Empty
dbbf4935-3cc2-4a79-829e-7b425ad236b2	2	2	3	Dry	FortyFoot	Empty
dbbf4935-3cc2-4a79-829e-7b425ad236b2	3	2	3	Tank	FortyFoot	Empty
dbbf4935-3cc2-4a79-829e-7b425ad236b2	3	3	2	Dry	TwentyFoot	General
a146d39e-8fa6-4a39-872b-7b8c97d717a5	2	1	2	Refridgerated	FortyFoot	Poison
a146d39e-8fa6-4a39-872b-7b8c97d717a5	3	1	2	Tank	FortyFoot	Flammable
a146d39e-8fa6-4a39-872b-7b8c97d717a5	2	2	2	Refridgerated	FortyFoot	Poison
a146d39e-8fa6-4a39-872b-7b8c97d717a5	3	2	2	Tank	FortyFoot	Flammable
a146d39e-8fa6-4a39-872b-7b8c97d717a5	3	3	3	Refridgerated	TwentyFoot	Corrosive
98687ddc-3056-4347-9710-7baab192ffc4	2	1	2	Dry	FortyFoot	Flammable
98687ddc-3056-4347-9710-7baab192ffc4	3	1	3	Dry	TwentyFoot	Radioactive
98687ddc-3056-4347-9710-7baab192ffc4	2	2	2	Dry	FortyFoot	Flammable
98687ddc-3056-4347-9710-7baab192ffc4	3	2	3	Dry	TwentyFoot	Corrosive
f5ae2a5d-c933-47a4-86bb-7bb21956d780	2	1	2	Tank	FortyFoot	General
f5ae2a5d-c933-47a4-86bb-7bb21956d780	3	1	3	Dry	TwentyFoot	General
f5ae2a5d-c933-47a4-86bb-7bb21956d780	2	2	2	Tank	FortyFoot	General
f5ae2a5d-c933-47a4-86bb-7bb21956d780	3	2	2	Dry	TwentyFoot	Flammable
a3d4a004-55ca-4fd8-90f7-7bff5549c710	2	1	2	Tank	FortyFoot	Flammable
a3d4a004-55ca-4fd8-90f7-7bff5549c710	3	1	2	Tank	TwentyFoot	Flammable
a3d4a004-55ca-4fd8-90f7-7bff5549c710	2	2	2	Tank	FortyFoot	Flammable
a3d4a004-55ca-4fd8-90f7-7bff5549c710	3	2	2	Tank	TwentyFoot	Flammable
1237e887-b1a2-4cfb-a622-7c19b028a341	2	1	2	Tank	TwentyFoot	Flammable
1237e887-b1a2-4cfb-a622-7c19b028a341	3	1	2	Tank	FortyFoot	Flammable
1237e887-b1a2-4cfb-a622-7c19b028a341	2	2	2	Refridgerated	TwentyFoot	Corrosive
1237e887-b1a2-4cfb-a622-7c19b028a341	3	2	2	Tank	FortyFoot	Flammable
c596fd77-979c-41f1-911d-7c1f1e635faa	2	1	2	Dry	FortyFoot	General
c596fd77-979c-41f1-911d-7c1f1e635faa	3	1	3	Tank	TwentyFoot	General
c596fd77-979c-41f1-911d-7c1f1e635faa	2	2	2	Dry	FortyFoot	General
c596fd77-979c-41f1-911d-7c1f1e635faa	3	2	2	Dry	TwentyFoot	Corrosive
d8e186dc-12d6-4814-9577-7d30a685b6f0	2	1	3	Tank	FortyFoot	Empty
d8e186dc-12d6-4814-9577-7d30a685b6f0	3	1	2	Tank	TwentyFoot	Flammable
d8e186dc-12d6-4814-9577-7d30a685b6f0	2	2	3	Tank	FortyFoot	Empty
d8e186dc-12d6-4814-9577-7d30a685b6f0	3	2	3	Tank	TwentyFoot	General
7d9b568a-9436-49d0-a84c-7d811c5ddab0	2	1	2	Tank	FortyFoot	Flammable
7d9b568a-9436-49d0-a84c-7d811c5ddab0	3	1	2	Tank	TwentyFoot	Flammable
7d9b568a-9436-49d0-a84c-7d811c5ddab0	2	2	2	Tank	FortyFoot	Flammable
7d9b568a-9436-49d0-a84c-7d811c5ddab0	3	2	2	Refridgerated	TwentyFoot	Corrosive
1ab9c748-0fba-412c-b700-7db2b2ae7caf	3	1	2	Refridgerated	FortyFoot	Empty
1ab9c748-0fba-412c-b700-7db2b2ae7caf	3	2	2	Refridgerated	FortyFoot	Empty
1ab9c748-0fba-412c-b700-7db2b2ae7caf	2	3	2	Dry	TwentyFoot	Corrosive
1ab9c748-0fba-412c-b700-7db2b2ae7caf	3	3	3	Dry	TwentyFoot	General
939f5316-de5d-439d-8eaa-7e6b6fcf9c95	2	1	3	Dry	FortyFoot	Radioactive
939f5316-de5d-439d-8eaa-7e6b6fcf9c95	3	1	3	Dry	TwentyFoot	Poison
939f5316-de5d-439d-8eaa-7e6b6fcf9c95	2	2	3	Dry	FortyFoot	Radioactive
939f5316-de5d-439d-8eaa-7e6b6fcf9c95	3	2	3	Dry	TwentyFoot	Poison
69c2bbdb-7841-466a-8235-7e850ac8176e	2	1	3	Tank	FortyFoot	Empty
69c2bbdb-7841-466a-8235-7e850ac8176e	3	1	2	Tank	TwentyFoot	Flammable
69c2bbdb-7841-466a-8235-7e850ac8176e	2	2	3	Tank	FortyFoot	Empty
69c2bbdb-7841-466a-8235-7e850ac8176e	3	2	3	Tank	TwentyFoot	General
a96c9f66-d87f-417e-b468-7ee45636600a	2	1	2	Tank	FortyFoot	Flammable
a96c9f66-d87f-417e-b468-7ee45636600a	3	1	2	Tank	TwentyFoot	Flammable
a96c9f66-d87f-417e-b468-7ee45636600a	2	2	2	Tank	FortyFoot	Flammable
a96c9f66-d87f-417e-b468-7ee45636600a	3	2	2	Tank	TwentyFoot	Flammable
f85e90dc-3a81-4625-8fd4-7efc302a4a00	2	1	3	Tank	FortyFoot	Empty
f85e90dc-3a81-4625-8fd4-7efc302a4a00	3	1	2	Tank	TwentyFoot	Flammable
f85e90dc-3a81-4625-8fd4-7efc302a4a00	2	2	3	Tank	FortyFoot	Empty
f85e90dc-3a81-4625-8fd4-7efc302a4a00	3	2	3	Tank	TwentyFoot	General
98b10d20-f481-44a3-a524-7f41e0873429	2	1	2	Tank	FortyFoot	Flammable
98b10d20-f481-44a3-a524-7f41e0873429	3	1	2	Tank	TwentyFoot	Flammable
98b10d20-f481-44a3-a524-7f41e0873429	2	2	2	Tank	FortyFoot	Flammable
98b10d20-f481-44a3-a524-7f41e0873429	3	2	2	Tank	TwentyFoot	Flammable
e9f4d814-1839-4499-930c-802be000868c	2	1	2	Tank	FortyFoot	Flammable
e9f4d814-1839-4499-930c-802be000868c	3	1	2	Tank	TwentyFoot	Flammable
e9f4d814-1839-4499-930c-802be000868c	2	2	2	Tank	FortyFoot	Flammable
e9f4d814-1839-4499-930c-802be000868c	3	2	2	Tank	TwentyFoot	Flammable
ebdb6db0-ca0e-4bc7-8a18-803e55dce13e	2	1	2	Dry	TwentyFoot	Poison
ebdb6db0-ca0e-4bc7-8a18-803e55dce13e	3	1	3	Dry	FortyFoot	Corrosive
ebdb6db0-ca0e-4bc7-8a18-803e55dce13e	2	2	2	Dry	TwentyFoot	General
ebdb6db0-ca0e-4bc7-8a18-803e55dce13e	3	2	3	Dry	FortyFoot	Corrosive
6d226a20-69f0-4f5d-8595-80a7762ebc4a	2	1	2	Refridgerated	FortyFoot	Empty
6d226a20-69f0-4f5d-8595-80a7762ebc4a	3	1	2	Dry	FortyFoot	Corrosive
6d226a20-69f0-4f5d-8595-80a7762ebc4a	2	2	2	Refridgerated	FortyFoot	Empty
6d226a20-69f0-4f5d-8595-80a7762ebc4a	3	2	2	Dry	FortyFoot	Corrosive
6d226a20-69f0-4f5d-8595-80a7762ebc4a	3	3	3	Dry	TwentyFoot	Corrosive
787a39f9-6e36-4bd4-b9ce-810d478608b0	2	1	1	Dry	FortyFoot	Flammable
787a39f9-6e36-4bd4-b9ce-810d478608b0	3	1	2	Dry	TwentyFoot	Radioactive
787a39f9-6e36-4bd4-b9ce-810d478608b0	2	2	1	Dry	FortyFoot	Flammable
787a39f9-6e36-4bd4-b9ce-810d478608b0	3	2	1	Tank	TwentyFoot	General
a44973ff-237c-4afa-953a-815bf1236437	2	1	2	Tank	FortyFoot	General
a44973ff-237c-4afa-953a-815bf1236437	3	1	3	Dry	TwentyFoot	General
a44973ff-237c-4afa-953a-815bf1236437	2	2	2	Tank	FortyFoot	General
a44973ff-237c-4afa-953a-815bf1236437	3	2	2	Dry	TwentyFoot	Flammable
a36f2a84-c793-4619-b0c7-817903711c6c	2	1	2	Dry	FortyFoot	Corrosive
a36f2a84-c793-4619-b0c7-817903711c6c	3	1	3	Dry	TwentyFoot	Radioactive
a36f2a84-c793-4619-b0c7-817903711c6c	2	2	2	Dry	FortyFoot	Corrosive
a36f2a84-c793-4619-b0c7-817903711c6c	3	2	3	Tank	TwentyFoot	Flammable
417d468f-36fd-4926-8414-81cb469ac2bc	2	1	2	Tank	FortyFoot	General
417d468f-36fd-4926-8414-81cb469ac2bc	3	1	3	Dry	TwentyFoot	General
417d468f-36fd-4926-8414-81cb469ac2bc	2	2	2	Tank	FortyFoot	General
417d468f-36fd-4926-8414-81cb469ac2bc	3	2	2	Dry	TwentyFoot	Flammable
d1315ea8-30c1-429e-81f4-81d71642f373	2	1	2	Dry	TwentyFoot	Poison
d1315ea8-30c1-429e-81f4-81d71642f373	3	1	3	Dry	FortyFoot	Corrosive
d1315ea8-30c1-429e-81f4-81d71642f373	2	2	2	Dry	TwentyFoot	General
d1315ea8-30c1-429e-81f4-81d71642f373	3	2	3	Dry	FortyFoot	Corrosive
ce607834-ca09-416e-889c-81e328f97740	2	1	2	Dry	FortyFoot	Radioactive
ce607834-ca09-416e-889c-81e328f97740	3	1	2	Dry	TwentyFoot	Radioactive
ce607834-ca09-416e-889c-81e328f97740	2	2	2	Dry	FortyFoot	Radioactive
ce607834-ca09-416e-889c-81e328f97740	3	2	3	Dry	TwentyFoot	Radioactive
e07d592d-5ee5-4f5f-9a38-8218170d842e	2	1	2	Refridgerated	FortyFoot	Radioactive
e07d592d-5ee5-4f5f-9a38-8218170d842e	3	1	3	Refridgerated	TwentyFoot	Radioactive
e07d592d-5ee5-4f5f-9a38-8218170d842e	2	2	2	Refridgerated	FortyFoot	Radioactive
e07d592d-5ee5-4f5f-9a38-8218170d842e	3	2	2	Dry	TwentyFoot	Corrosive
0b396ca5-d22e-4092-b8c4-823790b260e1	2	1	3	Tank	FortyFoot	Empty
0b396ca5-d22e-4092-b8c4-823790b260e1	3	1	2	Tank	TwentyFoot	General
0b396ca5-d22e-4092-b8c4-823790b260e1	2	2	3	Tank	FortyFoot	Empty
0b396ca5-d22e-4092-b8c4-823790b260e1	3	2	2	Tank	TwentyFoot	Flammable
ae5bf702-25d5-4d73-bf6d-8254ae36ff41	2	1	2	Tank	FortyFoot	Empty
ae5bf702-25d5-4d73-bf6d-8254ae36ff41	3	1	3	Dry	FortyFoot	Empty
ae5bf702-25d5-4d73-bf6d-8254ae36ff41	2	2	2	Tank	FortyFoot	Empty
ae5bf702-25d5-4d73-bf6d-8254ae36ff41	3	2	3	Dry	FortyFoot	Empty
ae5bf702-25d5-4d73-bf6d-8254ae36ff41	3	3	2	Dry	TwentyFoot	General
881ae170-ce13-4882-a319-82a32b09af18	2	1	2	Dry	FortyFoot	Radioactive
881ae170-ce13-4882-a319-82a32b09af18	3	1	3	Dry	FortyFoot	Empty
881ae170-ce13-4882-a319-82a32b09af18	2	2	2	Dry	FortyFoot	Radioactive
881ae170-ce13-4882-a319-82a32b09af18	3	2	3	Dry	FortyFoot	Empty
881ae170-ce13-4882-a319-82a32b09af18	3	3	2	Dry	TwentyFoot	Flammable
8b62a78a-85c2-4166-b74c-82a7ea2bda12	2	1	2	Dry	FortyFoot	Corrosive
8b62a78a-85c2-4166-b74c-82a7ea2bda12	3	1	3	Dry	TwentyFoot	Radioactive
8b62a78a-85c2-4166-b74c-82a7ea2bda12	2	2	2	Dry	FortyFoot	Corrosive
8b62a78a-85c2-4166-b74c-82a7ea2bda12	3	2	3	Tank	TwentyFoot	Flammable
fccd9d60-a8e1-4ccf-ab40-836053e438ee	2	1	1	Dry	FortyFoot	Corrosive
fccd9d60-a8e1-4ccf-ab40-836053e438ee	3	1	2	Dry	TwentyFoot	Poison
fccd9d60-a8e1-4ccf-ab40-836053e438ee	2	2	1	Dry	FortyFoot	Corrosive
fccd9d60-a8e1-4ccf-ab40-836053e438ee	3	2	2	Dry	TwentyFoot	General
9e5bbbdc-0f83-405a-b405-8371eed104e1	2	1	2	Refridgerated	FortyFoot	Empty
9e5bbbdc-0f83-405a-b405-8371eed104e1	3	1	3	Dry	FortyFoot	Corrosive
9e5bbbdc-0f83-405a-b405-8371eed104e1	2	2	2	Refridgerated	FortyFoot	Empty
9e5bbbdc-0f83-405a-b405-8371eed104e1	3	2	3	Dry	FortyFoot	Corrosive
9e5bbbdc-0f83-405a-b405-8371eed104e1	3	3	3	Dry	TwentyFoot	Corrosive
d82743b6-4069-43b8-94d5-837c4f3bddbf	1	1	2	Refridgerated	FortyFoot	General
d82743b6-4069-43b8-94d5-837c4f3bddbf	2	1	3	Refridgerated	FortyFoot	Poison
d82743b6-4069-43b8-94d5-837c4f3bddbf	3	1	3	Tank	FortyFoot	Flammable
d82743b6-4069-43b8-94d5-837c4f3bddbf	1	2	2	Refridgerated	FortyFoot	General
d82743b6-4069-43b8-94d5-837c4f3bddbf	2	2	3	Refridgerated	FortyFoot	Poison
d82743b6-4069-43b8-94d5-837c4f3bddbf	3	2	3	Tank	FortyFoot	Flammable
996ec151-4710-4c74-85cc-83a36f412909	1	1	2	Refridgerated	FortyFoot	Empty
996ec151-4710-4c74-85cc-83a36f412909	2	1	2	Dry	FortyFoot	Radioactive
996ec151-4710-4c74-85cc-83a36f412909	3	1	3	Dry	FortyFoot	Flammable
996ec151-4710-4c74-85cc-83a36f412909	1	2	2	Refridgerated	FortyFoot	Empty
996ec151-4710-4c74-85cc-83a36f412909	2	2	2	Dry	FortyFoot	Radioactive
996ec151-4710-4c74-85cc-83a36f412909	3	2	3	Dry	FortyFoot	Flammable
3213203d-f938-43ad-9c21-83caa5c8c338	3	1	3	Tank	TwentyFoot	Empty
3213203d-f938-43ad-9c21-83caa5c8c338	3	2	2	Dry	TwentyFoot	Flammable
3213203d-f938-43ad-9c21-83caa5c8c338	3	3	2	Dry	TwentyFoot	Corrosive
0894c33e-5aae-4097-adbc-845b4c77cbf5	2	1	2	Dry	FortyFoot	Flammable
0894c33e-5aae-4097-adbc-845b4c77cbf5	3	1	3	Dry	TwentyFoot	Radioactive
0894c33e-5aae-4097-adbc-845b4c77cbf5	2	2	2	Dry	FortyFoot	Flammable
0894c33e-5aae-4097-adbc-845b4c77cbf5	3	2	3	Dry	TwentyFoot	Corrosive
03410c27-dabe-4bfc-8205-84c941b37486	2	1	2	Dry	FortyFoot	Radioactive
03410c27-dabe-4bfc-8205-84c941b37486	3	1	3	Refridgerated	FortyFoot	General
03410c27-dabe-4bfc-8205-84c941b37486	2	2	2	Dry	FortyFoot	Radioactive
03410c27-dabe-4bfc-8205-84c941b37486	3	2	3	Refridgerated	FortyFoot	General
03410c27-dabe-4bfc-8205-84c941b37486	3	3	3	Dry	TwentyFoot	Corrosive
715c42c8-d34d-4d9c-9ea9-84f8833a73b4	3	1	2	Dry	FortyFoot	Corrosive
715c42c8-d34d-4d9c-9ea9-84f8833a73b4	3	2	2	Dry	FortyFoot	Corrosive
715c42c8-d34d-4d9c-9ea9-84f8833a73b4	2	3	2	Refridgerated	TwentyFoot	General
715c42c8-d34d-4d9c-9ea9-84f8833a73b4	3	3	3	Dry	TwentyFoot	Radioactive
5dd91230-f193-4424-aff0-852a662d5584	2	1	1	Dry	FortyFoot	Corrosive
5dd91230-f193-4424-aff0-852a662d5584	3	1	2	Dry	TwentyFoot	Poison
5dd91230-f193-4424-aff0-852a662d5584	2	2	1	Dry	FortyFoot	Corrosive
5dd91230-f193-4424-aff0-852a662d5584	3	2	2	Dry	TwentyFoot	General
2d6dc00e-610d-4efe-89f0-852ce41f9bed	2	1	2	Dry	TwentyFoot	Poison
2d6dc00e-610d-4efe-89f0-852ce41f9bed	3	1	2	Refridgerated	TwentyFoot	Radioactive
2d6dc00e-610d-4efe-89f0-852ce41f9bed	3	2	3	Refridgerated	FortyFoot	Empty
2d6dc00e-610d-4efe-89f0-852ce41f9bed	3	3	3	Refridgerated	FortyFoot	Empty
c2ee90c7-e325-45b4-b142-85af04105bac	3	1	2	Dry	FortyFoot	Flammable
c2ee90c7-e325-45b4-b142-85af04105bac	3	2	2	Dry	FortyFoot	Flammable
c2ee90c7-e325-45b4-b142-85af04105bac	2	3	2	Dry	TwentyFoot	Corrosive
c2ee90c7-e325-45b4-b142-85af04105bac	3	3	3	Dry	TwentyFoot	Radioactive
c3b84b9b-89a0-40f1-85fe-862fb3d19fe4	2	1	2	Dry	FortyFoot	Flammable
c3b84b9b-89a0-40f1-85fe-862fb3d19fe4	3	1	3	Dry	TwentyFoot	Radioactive
c3b84b9b-89a0-40f1-85fe-862fb3d19fe4	2	2	2	Dry	FortyFoot	Flammable
c3b84b9b-89a0-40f1-85fe-862fb3d19fe4	3	2	3	Dry	TwentyFoot	Corrosive
89b78f9b-4c56-436e-a8b6-8676471af07b	2	1	2	Dry	FortyFoot	Flammable
89b78f9b-4c56-436e-a8b6-8676471af07b	3	1	3	Dry	TwentyFoot	Radioactive
89b78f9b-4c56-436e-a8b6-8676471af07b	2	2	2	Dry	FortyFoot	Flammable
89b78f9b-4c56-436e-a8b6-8676471af07b	3	2	3	Dry	TwentyFoot	Corrosive
9e19c4a1-b9dc-4dba-a5bd-86c9ac188e53	1	1	1	Refridgerated	FortyFoot	Poison
9e19c4a1-b9dc-4dba-a5bd-86c9ac188e53	2	1	3	Tank	FortyFoot	Empty
9e19c4a1-b9dc-4dba-a5bd-86c9ac188e53	3	1	3	Tank	FortyFoot	General
9e19c4a1-b9dc-4dba-a5bd-86c9ac188e53	1	2	1	Refridgerated	FortyFoot	Poison
9e19c4a1-b9dc-4dba-a5bd-86c9ac188e53	2	2	3	Tank	FortyFoot	Empty
9e19c4a1-b9dc-4dba-a5bd-86c9ac188e53	3	2	3	Tank	FortyFoot	General
680f74ff-26b1-4334-894c-87673fff59b7	3	1	3	Tank	FortyFoot	Flammable
680f74ff-26b1-4334-894c-87673fff59b7	3	2	3	Tank	FortyFoot	Flammable
680f74ff-26b1-4334-894c-87673fff59b7	2	3	2	Refridgerated	TwentyFoot	Corrosive
680f74ff-26b1-4334-894c-87673fff59b7	3	3	2	Tank	TwentyFoot	Flammable
29ed6213-2850-4f0d-a896-877eef9f1c8c	1	1	2	Refridgerated	FortyFoot	General
29ed6213-2850-4f0d-a896-877eef9f1c8c	2	1	3	Refridgerated	FortyFoot	Poison
29ed6213-2850-4f0d-a896-877eef9f1c8c	3	1	3	Tank	FortyFoot	Flammable
29ed6213-2850-4f0d-a896-877eef9f1c8c	1	2	2	Refridgerated	FortyFoot	General
29ed6213-2850-4f0d-a896-877eef9f1c8c	2	2	3	Refridgerated	FortyFoot	Poison
29ed6213-2850-4f0d-a896-877eef9f1c8c	3	2	3	Tank	FortyFoot	Flammable
f75ce676-690a-4748-8754-879632c6e112	2	1	2	Refridgerated	FortyFoot	Radioactive
f75ce676-690a-4748-8754-879632c6e112	3	1	3	Dry	TwentyFoot	Corrosive
f75ce676-690a-4748-8754-879632c6e112	2	2	2	Refridgerated	FortyFoot	Radioactive
f75ce676-690a-4748-8754-879632c6e112	3	2	3	Refridgerated	TwentyFoot	Radioactive
9f2b28f3-92ac-4903-982e-87b7f972ac3e	3	1	2	Refridgerated	FortyFoot	Empty
9f2b28f3-92ac-4903-982e-87b7f972ac3e	3	2	2	Refridgerated	FortyFoot	Empty
9f2b28f3-92ac-4903-982e-87b7f972ac3e	2	3	2	Dry	TwentyFoot	Corrosive
9f2b28f3-92ac-4903-982e-87b7f972ac3e	3	3	3	Dry	TwentyFoot	General
fa3f558d-2f81-42da-9c55-884c1ac89de7	3	1	2	Dry	FortyFoot	Flammable
fa3f558d-2f81-42da-9c55-884c1ac89de7	3	2	2	Dry	FortyFoot	Flammable
fa3f558d-2f81-42da-9c55-884c1ac89de7	2	3	2	Dry	TwentyFoot	Corrosive
fa3f558d-2f81-42da-9c55-884c1ac89de7	3	3	3	Dry	TwentyFoot	Radioactive
3e0a7ad3-1938-45ef-9972-887d30c7ec8c	2	1	2	Refridgerated	FortyFoot	Corrosive
3e0a7ad3-1938-45ef-9972-887d30c7ec8c	3	1	2	Tank	FortyFoot	Flammable
3e0a7ad3-1938-45ef-9972-887d30c7ec8c	2	2	2	Refridgerated	FortyFoot	Corrosive
3e0a7ad3-1938-45ef-9972-887d30c7ec8c	3	2	2	Tank	FortyFoot	Flammable
3e0a7ad3-1938-45ef-9972-887d30c7ec8c	3	3	2	Refridgerated	TwentyFoot	Radioactive
a21b3b96-eb43-43c7-ac28-887dd2ea80ca	2	1	2	Dry	FortyFoot	Radioactive
a21b3b96-eb43-43c7-ac28-887dd2ea80ca	3	1	2	Dry	TwentyFoot	Radioactive
a21b3b96-eb43-43c7-ac28-887dd2ea80ca	2	2	2	Dry	FortyFoot	Radioactive
a21b3b96-eb43-43c7-ac28-887dd2ea80ca	3	2	3	Dry	TwentyFoot	Radioactive
78a59082-6c7e-40cc-9f75-889fb399bd27	2	1	2	Refridgerated	FortyFoot	Poison
78a59082-6c7e-40cc-9f75-889fb399bd27	3	1	2	Tank	FortyFoot	Flammable
78a59082-6c7e-40cc-9f75-889fb399bd27	2	2	2	Refridgerated	FortyFoot	Poison
78a59082-6c7e-40cc-9f75-889fb399bd27	3	2	2	Tank	FortyFoot	Flammable
78a59082-6c7e-40cc-9f75-889fb399bd27	3	3	3	Refridgerated	TwentyFoot	Corrosive
751a947b-2976-4c35-83ea-88a70b6ad512	2	1	2	Tank	TwentyFoot	Flammable
751a947b-2976-4c35-83ea-88a70b6ad512	3	1	2	Tank	FortyFoot	Flammable
751a947b-2976-4c35-83ea-88a70b6ad512	2	2	2	Refridgerated	TwentyFoot	Corrosive
751a947b-2976-4c35-83ea-88a70b6ad512	3	2	2	Tank	FortyFoot	Flammable
110c1507-0dd7-4c23-b4f0-88b540b35d34	2	1	2	Refridgerated	FortyFoot	Radioactive
110c1507-0dd7-4c23-b4f0-88b540b35d34	3	1	3	Dry	TwentyFoot	Corrosive
110c1507-0dd7-4c23-b4f0-88b540b35d34	2	2	2	Refridgerated	FortyFoot	Radioactive
110c1507-0dd7-4c23-b4f0-88b540b35d34	3	2	3	Refridgerated	TwentyFoot	Radioactive
a5025c2b-1c3a-41c7-91be-88cc9863014b	3	1	2	Dry	FortyFoot	Flammable
a5025c2b-1c3a-41c7-91be-88cc9863014b	3	2	2	Dry	FortyFoot	Flammable
a5025c2b-1c3a-41c7-91be-88cc9863014b	2	3	2	Dry	TwentyFoot	Corrosive
a5025c2b-1c3a-41c7-91be-88cc9863014b	3	3	3	Dry	TwentyFoot	Radioactive
f7ffa0c6-c1de-47cd-842a-89843b9e9c31	2	1	2	Tank	TwentyFoot	Flammable
f7ffa0c6-c1de-47cd-842a-89843b9e9c31	3	1	2	Tank	FortyFoot	Flammable
f7ffa0c6-c1de-47cd-842a-89843b9e9c31	2	2	2	Tank	TwentyFoot	Flammable
f7ffa0c6-c1de-47cd-842a-89843b9e9c31	3	2	2	Tank	FortyFoot	Flammable
bc28c3be-7b10-4c2a-8fb8-8984dda74b68	2	1	2	Dry	FortyFoot	Radioactive
bc28c3be-7b10-4c2a-8fb8-8984dda74b68	3	1	3	Refridgerated	FortyFoot	General
bc28c3be-7b10-4c2a-8fb8-8984dda74b68	2	2	2	Dry	FortyFoot	Radioactive
bc28c3be-7b10-4c2a-8fb8-8984dda74b68	3	2	3	Refridgerated	FortyFoot	General
bc28c3be-7b10-4c2a-8fb8-8984dda74b68	3	3	3	Dry	TwentyFoot	Corrosive
80d3a275-d3e3-421f-8509-89ae3c398785	2	1	1	Refridgerated	TwentyFoot	Empty
